county,precinct,precinct_number,office,district,party,candidate,votes
Edwards,08 Kinsley Township,ED000040,Secretary of State,,,Write-ins,0
Edwards,09 Wayne Township,ED000121,Secretary of State,,,Write-ins,0
Edwards,10 Belpre Township,ED000011,Secretary of State,,,Write-ins,0
Edwards,11 Lincoln Township,ED000070,Secretary of State,,,Write-ins,0
Edwards,12 Franklin Township,ED000020,Secretary of State,,,Write-ins,0
Edwards,13 North Brown Township,ED000090,Secretary of State,,,Write-ins,0
Edwards,14 Trenton Township,ED000111,Secretary of State,,,Write-ins,0
Edwards,15 South Brown Township,ED000100,Secretary of State,,,Write-ins,0
Edwards,01 Kinsley Ward 1,ED000050,Attorney General,,REP,Derek Schmidt,221
Edwards,02 Kinsley Ward 2,ED000060,Attorney General,,REP,Derek Schmidt,203
Edwards,03 Lewis City,ED000122,Attorney General,,REP,Derek Schmidt,91
Edwards,04 Offerle City,ED000112,Attorney General,,REP,Derek Schmidt,64
Edwards,05 Belpre City,ED000012,Attorney General,,REP,Derek Schmidt,18
Edwards,06 Logan Township,ED000080,Attorney General,,REP,Derek Schmidt,14
Edwards,07 Jackson Township,ED000030,Attorney General,,REP,Derek Schmidt,28
Edwards,08 Kinsley Township,ED000040,Attorney General,,REP,Derek Schmidt,57
Edwards,09 Wayne Township,ED000121,Attorney General,,REP,Derek Schmidt,43
Edwards,10 Belpre Township,ED000011,Attorney General,,REP,Derek Schmidt,36
Edwards,11 Lincoln Township,ED000070,Attorney General,,REP,Derek Schmidt,55
Edwards,12 Franklin Township,ED000020,Attorney General,,REP,Derek Schmidt,39
Edwards,13 North Brown Township,ED000090,Attorney General,,REP,Derek Schmidt,22
Edwards,14 Trenton Township,ED000111,Attorney General,,REP,Derek Schmidt,32
Edwards,15 South Brown Township,ED000100,Attorney General,,REP,Derek Schmidt,39
Edwards,01 Kinsley Ward 1,ED000050,Attorney General,,DEM,A J Kotich,53
Edwards,02 Kinsley Ward 2,ED000060,Attorney General,,DEM,A J Kotich,50
Edwards,03 Lewis City,ED000122,Attorney General,,DEM,A J Kotich,27
Edwards,04 Offerle City,ED000112,Attorney General,,DEM,A J Kotich,11
Edwards,05 Belpre City,ED000012,Attorney General,,DEM,A J Kotich,3
Edwards,06 Logan Township,ED000080,Attorney General,,DEM,A J Kotich,1
Edwards,07 Jackson Township,ED000030,Attorney General,,DEM,A J Kotich,5
Edwards,08 Kinsley Township,ED000040,Attorney General,,DEM,A J Kotich,4
Edwards,09 Wayne Township,ED000121,Attorney General,,DEM,A J Kotich,0
Edwards,10 Belpre Township,ED000011,Attorney General,,DEM,A J Kotich,3
Edwards,11 Lincoln Township,ED000070,Attorney General,,DEM,A J Kotich,5
Edwards,12 Franklin Township,ED000020,Attorney General,,DEM,A J Kotich,1
Edwards,13 North Brown Township,ED000090,Attorney General,,DEM,A J Kotich,2
Edwards,14 Trenton Township,ED000111,Attorney General,,DEM,A J Kotich,4
Edwards,15 South Brown Township,ED000100,Attorney General,,DEM,A J Kotich,0
Edwards,01 Kinsley Ward 1,ED000050,Attorney General,,,Write-ins,0
Edwards,02 Kinsley Ward 2,ED000060,Attorney General,,,Write-ins,0
Edwards,03 Lewis City,ED000122,Attorney General,,,Write-ins,0
Edwards,04 Offerle City,ED000112,Attorney General,,,Write-ins,0
Edwards,05 Belpre City,ED000012,Attorney General,,,Write-ins,0
Edwards,06 Logan Township,ED000080,Attorney General,,,Write-ins,0
Edwards,07 Jackson Township,ED000030,Attorney General,,,Write-ins,0
Edwards,08 Kinsley Township,ED000040,Attorney General,,,Write-ins,0
Edwards,09 Wayne Township,ED000121,Attorney General,,,Write-ins,1
Edwards,10 Belpre Township,ED000011,Attorney General,,,Write-ins,0
Edwards,11 Lincoln Township,ED000070,Attorney General,,,Write-ins,0
Edwards,12 Franklin Township,ED000020,Attorney General,,,Write-ins,0
Edwards,13 North Brown Township,ED000090,Attorney General,,,Write-ins,0
Edwards,14 Trenton Township,ED000111,Attorney General,,,Write-ins,0
Edwards,15 South Brown Township,ED000100,Attorney General,,,Write-ins,0
Edwards,01 Kinsley Ward 1,ED000050,State Treasurer,,REP,Ron Estes,223
Edwards,02 Kinsley Ward 2,ED000060,State Treasurer,,REP,Ron Estes,205
Edwards,03 Lewis City,ED000122,State Treasurer,,REP,Ron Estes,95
Edwards,04 Offerle City,ED000112,State Treasurer,,REP,Ron Estes,71
Edwards,05 Belpre City,ED000012,State Treasurer,,REP,Ron Estes,15
Edwards,06 Logan Township,ED000080,State Treasurer,,REP,Ron Estes,14
Edwards,07 Jackson Township,ED000030,State Treasurer,,REP,Ron Estes,26
Edwards,08 Kinsley Township,ED000040,State Treasurer,,REP,Ron Estes,55
Edwards,09 Wayne Township,ED000121,State Treasurer,,REP,Ron Estes,44
Edwards,10 Belpre Township,ED000011,State Treasurer,,REP,Ron Estes,34
Edwards,11 Lincoln Township,ED000070,State Treasurer,,REP,Ron Estes,56
Edwards,12 Franklin Township,ED000020,State Treasurer,,REP,Ron Estes,41
Edwards,13 North Brown Township,ED000090,State Treasurer,,REP,Ron Estes,22
Edwards,14 Trenton Township,ED000111,State Treasurer,,REP,Ron Estes,33
Edwards,15 South Brown Township,ED000100,State Treasurer,,REP,Ron Estes,38
Edwards,01 Kinsley Ward 1,ED000050,State Treasurer,,DEM,Carmen Alldritt,51
Edwards,02 Kinsley Ward 2,ED000060,State Treasurer,,DEM,Carmen Alldritt,47
Edwards,03 Lewis City,ED000122,State Treasurer,,DEM,Carmen Alldritt,24
Edwards,04 Offerle City,ED000112,State Treasurer,,DEM,Carmen Alldritt,5
Edwards,05 Belpre City,ED000012,State Treasurer,,DEM,Carmen Alldritt,6
Edwards,06 Logan Township,ED000080,State Treasurer,,DEM,Carmen Alldritt,0
Edwards,07 Jackson Township,ED000030,State Treasurer,,DEM,Carmen Alldritt,6
Edwards,08 Kinsley Township,ED000040,State Treasurer,,DEM,Carmen Alldritt,7
Edwards,09 Wayne Township,ED000121,State Treasurer,,DEM,Carmen Alldritt,0
Edwards,10 Belpre Township,ED000011,State Treasurer,,DEM,Carmen Alldritt,4
Edwards,11 Lincoln Township,ED000070,State Treasurer,,DEM,Carmen Alldritt,4
Edwards,12 Franklin Township,ED000020,State Treasurer,,DEM,Carmen Alldritt,0
Edwards,13 North Brown Township,ED000090,State Treasurer,,DEM,Carmen Alldritt,2
Edwards,14 Trenton Township,ED000111,State Treasurer,,DEM,Carmen Alldritt,2
Edwards,15 South Brown Township,ED000100,State Treasurer,,DEM,Carmen Alldritt,1
Edwards,01 Kinsley Ward 1,ED000050,State Treasurer,,,Write-ins,1
Edwards,02 Kinsley Ward 2,ED000060,State Treasurer,,,Write-ins,0
Edwards,03 Lewis City,ED000122,State Treasurer,,,Write-ins,0
Edwards,04 Offerle City,ED000112,State Treasurer,,,Write-ins,0
Edwards,05 Belpre City,ED000012,State Treasurer,,,Write-ins,0
Edwards,06 Logan Township,ED000080,State Treasurer,,,Write-ins,0
Edwards,07 Jackson Township,ED000030,State Treasurer,,,Write-ins,0
Edwards,08 Kinsley Township,ED000040,State Treasurer,,,Write-ins,0
Edwards,09 Wayne Township,ED000121,State Treasurer,,,Write-ins,0
Edwards,10 Belpre Township,ED000011,State Treasurer,,,Write-ins,0
Edwards,11 Lincoln Township,ED000070,State Treasurer,,,Write-ins,0
Edwards,12 Franklin Township,ED000020,State Treasurer,,,Write-ins,0
Edwards,13 North Brown Township,ED000090,State Treasurer,,,Write-ins,0
Edwards,14 Trenton Township,ED000111,State Treasurer,,,Write-ins,0
Edwards,15 South Brown Township,ED000100,State Treasurer,,,Write-ins,0
Edwards,01 Kinsley Ward 1,ED000050,Insurance Commissioner,,REP,Ken Selzer,191
Edwards,02 Kinsley Ward 2,ED000060,Insurance Commissioner,,REP,Ken Selzer,160
Edwards,03 Lewis City,ED000122,Insurance Commissioner,,REP,Ken Selzer,81
Edwards,04 Offerle City,ED000112,Insurance Commissioner,,REP,Ken Selzer,64
Edwards,05 Belpre City,ED000012,Insurance Commissioner,,REP,Ken Selzer,15
Edwards,06 Logan Township,ED000080,Insurance Commissioner,,REP,Ken Selzer,7
Edwards,07 Jackson Township,ED000030,Insurance Commissioner,,REP,Ken Selzer,24
Edwards,08 Kinsley Township,ED000040,Insurance Commissioner,,REP,Ken Selzer,49
Edwards,09 Wayne Township,ED000121,Insurance Commissioner,,REP,Ken Selzer,41
Edwards,10 Belpre Township,ED000011,Insurance Commissioner,,REP,Ken Selzer,33
Edwards,11 Lincoln Township,ED000070,Insurance Commissioner,,REP,Ken Selzer,51
Edwards,12 Franklin Township,ED000020,Insurance Commissioner,,REP,Ken Selzer,39
Edwards,13 North Brown Township,ED000090,Insurance Commissioner,,REP,Ken Selzer,21
Edwards,14 Trenton Township,ED000111,Insurance Commissioner,,REP,Ken Selzer,30
Edwards,15 South Brown Township,ED000100,Insurance Commissioner,,REP,Ken Selzer,32
Edwards,01 Kinsley Ward 1,ED000050,Insurance Commissioner,,DEM,Dennis Anderson,76
Edwards,02 Kinsley Ward 2,ED000060,Insurance Commissioner,,DEM,Dennis Anderson,84
Edwards,03 Lewis City,ED000122,Insurance Commissioner,,DEM,Dennis Anderson,34
Edwards,04 Offerle City,ED000112,Insurance Commissioner,,DEM,Dennis Anderson,12
Edwards,05 Belpre City,ED000012,Insurance Commissioner,,DEM,Dennis Anderson,5
Edwards,06 Logan Township,ED000080,Insurance Commissioner,,DEM,Dennis Anderson,8
Edwards,07 Jackson Township,ED000030,Insurance Commissioner,,DEM,Dennis Anderson,8
Edwards,08 Kinsley Township,ED000040,Insurance Commissioner,,DEM,Dennis Anderson,13
Edwards,09 Wayne Township,ED000121,Insurance Commissioner,,DEM,Dennis Anderson,4
Edwards,10 Belpre Township,ED000011,Insurance Commissioner,,DEM,Dennis Anderson,5
Edwards,11 Lincoln Township,ED000070,Insurance Commissioner,,DEM,Dennis Anderson,6
Edwards,12 Franklin Township,ED000020,Insurance Commissioner,,DEM,Dennis Anderson,1
Edwards,13 North Brown Township,ED000090,Insurance Commissioner,,DEM,Dennis Anderson,2
Edwards,14 Trenton Township,ED000111,Insurance Commissioner,,DEM,Dennis Anderson,5
Edwards,15 South Brown Township,ED000100,Insurance Commissioner,,DEM,Dennis Anderson,5
Edwards,01 Kinsley Ward 1,ED000050,Insurance Commissioner,,,Write-ins,0
Edwards,02 Kinsley Ward 2,ED000060,Insurance Commissioner,,,Write-ins,1
Edwards,03 Lewis City,ED000122,Insurance Commissioner,,,Write-ins,1
Edwards,04 Offerle City,ED000112,Insurance Commissioner,,,Write-ins,0
Edwards,05 Belpre City,ED000012,Insurance Commissioner,,,Write-ins,0
Edwards,06 Logan Township,ED000080,Insurance Commissioner,,,Write-ins,0
Edwards,07 Jackson Township,ED000030,Insurance Commissioner,,,Write-ins,0
Edwards,08 Kinsley Township,ED000040,Insurance Commissioner,,,Write-ins,0
Edwards,09 Wayne Township,ED000121,Insurance Commissioner,,,Write-ins,0
Edwards,10 Belpre Township,ED000011,Insurance Commissioner,,,Write-ins,0
Edwards,11 Lincoln Township,ED000070,Insurance Commissioner,,,Write-ins,0
Edwards,12 Franklin Township,ED000020,Insurance Commissioner,,,Write-ins,1
Edwards,13 North Brown Township,ED000090,Insurance Commissioner,,,Write-ins,0
Edwards,14 Trenton Township,ED000111,Insurance Commissioner,,,Write-ins,0
Edwards,15 South Brown Township,ED000100,Insurance Commissioner,,,Write-ins,1
Edwards,01 Kinsley Ward 1,ED000050,State House,117,REP,John Ewy,260
Edwards,02 Kinsley Ward 2,ED000060,State House,117,REP,John Ewy,228
Edwards,03 Lewis City,ED000122,State House,117,REP,John Ewy,105
Edwards,04 Offerle City,ED000112,State House,117,REP,John Ewy,72
Edwards,05 Belpre City,ED000012,State House,117,REP,John Ewy,20
Edwards,06 Logan Township,ED000080,State House,117,REP,John Ewy,15
Edwards,07 Jackson Township,ED000030,State House,117,REP,John Ewy,32
Edwards,08 Kinsley Township,ED000040,State House,117,REP,John Ewy,55
Edwards,09 Wayne Township,ED000121,State House,117,REP,John Ewy,46
Edwards,10 Belpre Township,ED000011,State House,117,REP,John Ewy,34
Edwards,11 Lincoln Township,ED000070,State House,117,REP,John Ewy,56
Edwards,12 Franklin Township,ED000020,State House,117,REP,John Ewy,40
Edwards,13 North Brown Township,ED000090,State House,117,REP,John Ewy,21
Edwards,14 Trenton Township,ED000111,State House,117,REP,John Ewy,32
Edwards,15 South Brown Township,ED000100,State House,117,REP,John Ewy,37
Edwards,01 Kinsley Ward 1,ED000050,State House,117,,Write-ins,5
Edwards,02 Kinsley Ward 2,ED000060,State House,117,,Write-ins,3
Edwards,03 Lewis City,ED000122,State House,117,,Write-ins,1
Edwards,04 Offerle City,ED000112,State House,117,,Write-ins,0
Edwards,05 Belpre City,ED000012,State House,117,,Write-ins,0
Edwards,06 Logan Township,ED000080,State House,117,,Write-ins,0
Edwards,07 Jackson Township,ED000030,State House,117,,Write-ins,1
Edwards,08 Kinsley Township,ED000040,State House,117,,Write-ins,0
Edwards,09 Wayne Township,ED000121,State House,117,,Write-ins,0
