county,precinct,office,district,party,candidate,TOTAL
Trego,WaKeeney City West,Governor,,L,Keen A Umbehr,10
Trego,Collyer Township,Governor,,D,Paul Davis,20
Trego,Franklin Township,Governor,,D,Paul Davis,6
Trego,Glencoe Township,Governor,,D,Paul Davis,4
Trego,Ogallah Township,Governor,,D,Paul Davis,31
Trego,Riverside Township,Governor,,D,Paul Davis,14
Trego,WaKeeney Township,Governor,,D,Paul Davis,60
Trego,Wilcox Township,Governor,,D,Paul Davis,6
Trego,Collyer City,Governor,,D,Paul Davis,10
Trego,WaKeeney City Central ,Governor,,D,Paul Davis,72
Trego,WaKeeney City East,Governor,,D,Paul Davis,59
Trego,WaKeeney City West,Governor,,D,Paul Davis,94
Trego,Collyer Township,Governor,,R,Sam Brownback,53
Trego,Franklin Township,Governor,,R,Sam Brownback,12
Trego,Glencoe Township,Governor,,R,Sam Brownback,31
Trego,Ogallah Township,Governor,,R,Sam Brownback,46
Trego,Riverside Township,Governor,,R,Sam Brownback,25
Trego,WaKeeney Township,Governor,,R,Sam Brownback,119
Trego,Wilcox Township,Governor,,R,Sam Brownback,21
Trego,Collyer City,Governor,,R,Sam Brownback,24
Trego,WaKeeney City Central ,Governor,,R,Sam Brownback,153
Trego,WaKeeney City East,Governor,,R,Sam Brownback,136
Trego,WaKeeney City West,Governor,,R,Sam Brownback,144
Trego,Collyer Township,Insurance,,D,Dennis Anderson,14
Trego,Franklin Township,Insurance,,D,Dennis Anderson,6
Trego,Glencoe Township,Insurance,,D,Dennis Anderson,3
Trego,Ogallah Township,Insurance,,D,Dennis Anderson,23
Trego,Riverside Township,Insurance,,D,Dennis Anderson,17
Trego,WaKeeney Township,Insurance,,D,Dennis Anderson,39
Trego,Wilcox Township,Insurance,,D,Dennis Anderson,6
Trego,Collyer City,Insurance,,D,Dennis Anderson,2
Trego,WaKeeney City Central ,Insurance,,D,Dennis Anderson,50
Trego,WaKeeney City East,Insurance,,D,Dennis Anderson,44
Trego,WaKeeney City West,Insurance,,D,Dennis Anderson,53
Trego,Collyer Township,Insurance,,R,Ken Selzer,55
Trego,Franklin Township,Insurance,,R,Ken Selzer,12
Trego,Glencoe Township,Insurance,,R,Ken Selzer,29
Trego,Ogallah Township,Insurance,,R,Ken Selzer,52
Trego,Riverside Township,Insurance,,R,Ken Selzer,20
Trego,WaKeeney Township,Insurance,,R,Ken Selzer,133
Trego,Wilcox Township,Insurance,,R,Ken Selzer,24
Trego,Collyer City,Insurance,,R,Ken Selzer,31
Trego,WaKeeney City Central ,Insurance,,R,Ken Selzer,175
Trego,WaKeeney City East,Insurance,,R,Ken Selzer,145
Trego,WaKeeney City West,Insurance,,R,Ken Selzer,167
Trego,Collyer Township,Secretary,,D,Jean Kurtis Schodorf,21
Trego,Franklin Township,Secretary,,D,Jean Kurtis Schodorf,6
Trego,Glencoe Township,Secretary,,D,Jean Kurtis Schodorf,4
Trego,Ogallah Township,Secretary,,D,Jean Kurtis Schodorf,32
Trego,Riverside Township,Secretary,,D,Jean Kurtis Schodorf,13
Trego,WaKeeney Township,Secretary,,D,Jean Kurtis Schodorf,44
Trego,Wilcox Township,Secretary,,D,Jean Kurtis Schodorf,5
Trego,Collyer City,Secretary,,D,Jean Kurtis Schodorf,4
Trego,WaKeeney City Central ,Secretary,,D,Jean Kurtis Schodorf,55
Trego,WaKeeney City East,Secretary,,D,Jean Kurtis Schodorf,52
Trego,WaKeeney City West,Secretary,,D,Jean Kurtis Schodorf,63
Trego,Collyer Township,Secretary,,R,Kris Kobach,54
Trego,Franklin Township,Secretary,,R,Kris Kobach,12
Trego,Glencoe Township,Secretary,,R,Kris Kobach,30
Trego,Ogallah Township,Secretary,,R,Kris Kobach,48
Trego,Riverside Township,Secretary,,R,Kris Kobach,27
Trego,WaKeeney Township,Secretary,,R,Kris Kobach,138
Trego,Wilcox Township,Secretary,,R,Kris Kobach,23
Trego,Collyer City,Secretary,,R,Kris Kobach,31
Trego,WaKeeney City Central ,Secretary,,R,Kris Kobach,179
Trego,WaKeeney City East,Secretary,,R,Kris Kobach,149
Trego,WaKeeney City West,Secretary,,R,Kris Kobach,179
Trego,Collyer Township,State Rep 118,H118,R,Don Hineman,71
Trego,Franklin Township,State Rep 118,H118,R,Don Hineman,16
Trego,Glencoe Township,State Rep 118,H118,R,Don Hineman,34
Trego,Ogallah Township,State Rep 118,H118,R,Don Hineman,68
Trego,Riverside Township,State Rep 118,H118,R,Don Hineman,36
Trego,WaKeeney Township,State Rep 118,H118,R,Don Hineman,161
Trego,Wilcox Township,State Rep 118,H118,R,Don Hineman,27
Trego,Collyer City,State Rep 118,H118,R,Don Hineman,33
Trego,WaKeeney City Central ,State Rep 118,H118,R,Don Hineman,211
Trego,WaKeeney City East,State Rep 118,H118,R,Don Hineman,172
Trego,WaKeeney City West,State Rep 118,H118,R,Don Hineman,206
Trego,Collyer Township,Treasurer,,D,Carmen Alldritt,19
Trego,Franklin Township,Treasurer,,D,Carmen Alldritt,6
Trego,Glencoe Township,Treasurer,,D,Carmen Alldritt,0
Trego,Ogallah Township,Treasurer,,D,Carmen Alldritt,18
Trego,Riverside Township,Treasurer,,D,Carmen Alldritt,13
Trego,WaKeeney Township,Treasurer,,D,Carmen Alldritt,28
Trego,Wilcox Township,Treasurer,,D,Carmen Alldritt,4
Trego,Collyer City,Treasurer,,D,Carmen Alldritt,4
Trego,WaKeeney City Central ,Treasurer,,D,Carmen Alldritt,40
Trego,WaKeeney City East,Treasurer,,D,Carmen Alldritt,42
Trego,WaKeeney City West,Treasurer,,D,Carmen Alldritt,49
Trego,Collyer Township,Treasurer,,R,Ron Estes,57
Trego,Franklin Township,Treasurer,,R,Ron Estes,12
Trego,Glencoe Township,Treasurer,,R,Ron Estes,33
Trego,Ogallah Township,Treasurer,,R,Ron Estes,61
Trego,Riverside Township,Treasurer,,R,Ron Estes,26
Trego,WaKeeney Township,Treasurer,,R,Ron Estes,150
Trego,Wilcox Township,Treasurer,,R,Ron Estes,25
Trego,Collyer City,Treasurer,,R,Ron Estes,31
Trego,WaKeeney City Central ,Treasurer,,R,Ron Estes,192
Trego,WaKeeney City East,Treasurer,,R,Ron Estes,150
Trego,WaKeeney City West,Treasurer,,R,Ron Estes,186
Trego,Collyer Township,U.S. Senate,,I,Greg Orman,18
Trego,Franklin Township,U.S. Senate,,I,Greg Orman,6
Trego,Glencoe Township,U.S. Senate,,I,Greg Orman,2
Trego,Ogallah Township,U.S. Senate,,I,Greg Orman,24
Trego,Riverside Township,U.S. Senate,,I,Greg Orman,14
Trego,WaKeeney Township,U.S. Senate,,I,Greg Orman,48
Trego,Wilcox Township,U.S. Senate,,I,Greg Orman,4
Trego,Collyer City,U.S. Senate,,I,Greg Orman,7
Trego,WaKeeney City Central ,U.S. Senate,,I,Greg Orman,64
Trego,WaKeeney City East,U.S. Senate,,I,Greg Orman,47
Trego,WaKeeney City West,U.S. Senate,,I,Greg Orman,75
Trego,Collyer Township,U.S. Senate,,R,Pat Roberts,47
Trego,Franklin Township,U.S. Senate,,R,Pat Roberts,12
Trego,Glencoe Township,U.S. Senate,,R,Pat Roberts,32
Trego,Ogallah Township,U.S. Senate,,R,Pat Roberts,50
Trego,Riverside Township,U.S. Senate,,R,Pat Roberts,28
Trego,WaKeeney Township,U.S. Senate,,R,Pat Roberts,128
Trego,Wilcox Township,U.S. Senate,,R,Pat Roberts,23
Trego,Collyer City,U.S. Senate,,R,Pat Roberts,29
Trego,WaKeeney City Central ,U.S. Senate,,R,Pat Roberts,160
Trego,WaKeeney City East,U.S. Senate,,R,Pat Roberts,145
Trego,WaKeeney City West,U.S. Senate,,R,Pat Roberts,159
Trego,Collyer Township,U.S. Senate,,L,Randall Batson,11
Trego,Franklin Township,U.S. Senate,,L,Randall Batson,0
Trego,Glencoe Township,U.S. Senate,,L,Randall Batson,0
Trego,Ogallah Township,U.S. Senate,,L,Randall Batson,5
Trego,Riverside Township,U.S. Senate,,L,Randall Batson,0
Trego,WaKeeney Township,U.S. Senate,,L,Randall Batson,8
Trego,Wilcox Township,U.S. Senate,,L,Randall Batson,2
Trego,Collyer City,U.S. Senate,,L,Randall Batson,1
Trego,WaKeeney City Central ,U.S. Senate,,L,Randall Batson,15
Trego,WaKeeney City East,U.S. Senate,,L,Randall Batson,12
Trego,WaKeeney City West,U.S. Senate,,L,Randall Batson,13
