county,precinct,office,district,party,candidate,votes,
Hamilton,Lamont,State Senate,39,D,Zacheriah Worf,2,
Hamilton,Lamont,State Senate,39,R,John Doll,41,
Hamilton,Lamont,State Senate,39,write-in,Larry Powell,0,
Hamilton,Lamont,State House,122,R,Russ Jennings,42,
Hamilton,Liberty,President,,LBT,Johnson & Weld,0,
Hamilton,Liberty,President,,IND,Stein & Baraka,1,
Hamilton,Liberty,President,,R,Trump & Pence,17,
Hamilton,Liberty,President,,D,Clinton & Kaine,1,
Hamilton,Liberty,President,,write-in,McMullin & Johnson,0,
Hamilton,Liberty,President,,write-in,Castle & Bradley,0,
Hamilton,Liberty,U.S. Senate ,,R,Jerry Moran,15,
Hamilton,Liberty,U.S. Senate ,,D,Patrick Wiesner,2,
Hamilton,Liberty,U.S. Senate ,,LBT,Robert D. Garrard,0,
Hamilton,Liberty,U.S House,1,LBT,Kerry Burt,0,
Hamilton,Liberty,U.S House,1,IND,Alan LaPolice,2,
Hamilton,Liberty,U.S House,1,R,Roger Marshall,16,
Hamilton,Liberty,U.S House,1,write-in,Tim Huelskamp [R],0,
Hamilton,Liberty,State Senate,39,D,Zacheriah Worf,1,
Hamilton,Liberty,State Senate,39,R,John Doll,18,
Hamilton,Liberty,State Senate,39,write-in,Larry Powell,0,
Hamilton,Liberty,State House,122,R,Russ Jennings,19,
Hamilton,Medway,President,,LBT,Johnson & Weld,1,
Hamilton,Medway,President,,IND,Stein & Baraka,0,
Hamilton,Medway,President,,R,Trump & Pence,25,
Hamilton,Medway,President,,D,Clinton & Kaine,2,
Hamilton,Medway,President,,write-in,McMullin & Johnson,0,
Hamilton,Medway,President,,write-in,Castle & Bradley,0,
Hamilton,Medway,U.S. Senate ,,R,Jerry Moran,26,
Hamilton,Medway,U.S. Senate ,,D,Patrick Wiesner,2,
Hamilton,Medway,U.S. Senate ,,LBT,Robert D. Garrard,0,
Hamilton,Medway,U.S House,1,LBT,Kerry Burt,1,
Hamilton,Medway,U.S House,1,IND,Alan LaPolice,2,
Hamilton,Medway,U.S House,1,R,Roger Marshall,23,
Hamilton,Medway,U.S House,1,write-in,Tim Huelskamp [R],0,
Hamilton,Medway,State Senate,39,D,Zacheriah Worf,2,
Hamilton,Medway,State Senate,39,R,John Doll,26,
Hamilton,Medway,State Senate,39,write-in,Larry Powell,0,
Hamilton,Medway,State House,122,R,Russ Jennings,27,
Hamilton,Richland,President,,LBT,Johnson & Weld,0,
Hamilton,Richland,President,,IND,Stein & Baraka,0,
Hamilton,Richland,President,,R,Trump & Pence,10,
Hamilton,Richland,President,,D,Clinton & Kaine,0,
Hamilton,Richland,President,,write-in,McMullin & Johnson,0,
Hamilton,Richland,President,,write-in,Castle & Bradley,0,
Hamilton,Richland,U.S. Senate ,,R,Jerry Moran,9,
Hamilton,Richland,U.S. Senate ,,D,Patrick Wiesner,0,
Hamilton,Richland,U.S. Senate ,,LBT,Robert D. Garrard,1,
Hamilton,Richland,U.S House,1,LBT,Kerry Burt,0,
Hamilton,Richland,U.S House,1,IND,Alan LaPolice,2,
Hamilton,Richland,U.S House,1,R,Roger Marshall,8,
Hamilton,Richland,U.S House,1,write-in,Tim Huelskamp [R],0,
Hamilton,Richland,State Senate,39,D,Zacheriah Worf,0,
Hamilton,Richland,State Senate,39,R,John Doll,10,
Hamilton,Richland,State Senate,39,write-in,Larry Powell,0,
Hamilton,Richland,State House,122,R,Russ Jennings,10,
Hamilton,Syr 1,President,,LBT,Johnson & Weld,5,
Hamilton,Syr 1,President,,IND,Stein & Baraka,7,
Hamilton,Syr 1,President,,R,Trump & Pence,146,
Hamilton,Syr 1,President,,D,Clinton & Kaine,29,
Hamilton,Syr 1,President,,write-in,McMullin & Johnson,0,
Hamilton,Syr 1,President,,write-in,Castle & Bradley,0,
Hamilton,Syr 1,U.S. Senate ,,R,Jerry Moran,154,
Hamilton,Syr 1,U.S. Senate ,,D,Patrick Wiesner,20,
Hamilton,Syr 1,U.S. Senate ,,LBT,Robert D. Garrard,12,
Hamilton,Syr 1,U.S House,1,LBT,Kerry Burt,15,
Hamilton,Syr 1,U.S House,1,IND,Alan LaPolice,28,
Hamilton,Syr 1,U.S House,1,R,Roger Marshall,137,
Hamilton,Syr 1,U.S House,1,write-in,Tim Huelskamp [R],4,
Hamilton,Syr 1,State Senate,39,D,Zacheriah Worf,23,
Hamilton,Syr 1,State Senate,39,R,John Doll,158,
Hamilton,Syr 1,State Senate,39,write-in,Larry Powell,1,
Hamilton,Syr 1,State House,122,R,Russ Jennings,171,
Hamilton,Syr 2,President,,LBT,Johnson & Weld,3,
Hamilton,Syr 2,President,,IND,Stein & Baraka,0,
Hamilton,Syr 2,President,,R,Trump & Pence,103,
Hamilton,Syr 2,President,,D,Clinton & Kaine,14,
Hamilton,Syr 2,President,,write-in,McMullin & Johnson,1,
Hamilton,Syr 2,President,,write-in,Castle & Bradley,0,
Hamilton,Syr 2,U.S. Senate ,,R,Jerry Moran,107,
Hamilton,Syr 2,U.S. Senate ,,D,Patrick Wiesner,8,
Hamilton,Syr 2,U.S. Senate ,,LBT,Robert D. Garrard,4,
Hamilton,Syr 2,U.S House,1,LBT,Kerry Burt,6,
Hamilton,Syr 2,U.S House,1,IND,Alan LaPolice,4,
Hamilton,Syr 2,U.S House,1,R,Roger Marshall,101,
Hamilton,Syr 2,U.S House,1,write-in,Tim Huelskamp [R],0,
Hamilton,Syr 2,State Senate,39,D,Zacheriah Worf,13,
Hamilton,Syr 2,State Senate,39,R,John Doll,105,
Hamilton,Syr 2,State Senate,39,write-in,Larry Powell,0,
Hamilton,Syr 2,State House,122,R,Russ Jennings,113,
Hamilton,Syr 3,President,,LBT,Johnson & Weld,1,
Hamilton,Syr 3,President,,IND,Stein & Baraka,3,
Hamilton,Syr 3,President,,R,Trump & Pence,102,
Hamilton,Syr 3,President,,D,Clinton & Kaine,25,
Hamilton,Syr 3,President,,write-in,McMullin & Johnson,1,
Hamilton,Syr 3,President,,write-in,Castle & Bradley,0,
Hamilton,Syr 3,U.S. Senate ,,R,Jerry Moran,104,
Hamilton,Syr 3,U.S. Senate ,,D,Patrick Wiesner,19,
Hamilton,Syr 3,U.S. Senate ,,LBT,Robert D. Garrard,7,
Hamilton,Syr 3,U.S House,1,LBT,Kerry Burt,14,
Hamilton,Syr 3,U.S House,1,IND,Alan LaPolice,20,
Hamilton,Syr 3,U.S House,1,R,Roger Marshall,95,
Hamilton,Syr 3,U.S House,1,write-in,Tim Huelskamp [R],3,
Hamilton,Syr 3,State Senate,39,D,Zacheriah Worf,15,
Hamilton,Syr 3,State Senate,39,R,John Doll,114,
Hamilton,Syr 3,State Senate,39,write-in,Larry Powell,1,
Hamilton,Syr 3,State House,122,R,Russ Jennings,120,
Hamilton,Syr 4,President,,LBT,Johnson & Weld,1,
Hamilton,Syr 4,President,,IND,Stein & Baraka,0,
Hamilton,Syr 4,President,,R,Trump & Pence,45,
Hamilton,Syr 4,President,,D,Clinton & Kaine,9,
Hamilton,Syr 4,President,,write-in,McMullin & Johnson,1,
Hamilton,Syr 4,President,,write-in,Castle & Bradley,1,
Hamilton,Syr 4,U.S. Senate ,,R,Jerry Moran,44,
Hamilton,Syr 4,U.S. Senate ,,D,Patrick Wiesner,9,
Hamilton,Syr 4,U.S. Senate ,,LBT,Robert D. Garrard,2,
Hamilton,Syr 4,U.S House,1,LBT,Kerry Burt,7,
Hamilton,Syr 4,U.S House,1,IND,Alan LaPolice,8,
Hamilton,Syr 4,U.S House,1,R,Roger Marshall,40,
Hamilton,Syr 4,U.S House,1,write-in,Tim Huelskamp [R],0,
Hamilton,Syr 4,State Senate,39,D,Zacheriah Worf,7,
Hamilton,Syr 4,State Senate,39,R,John Doll,48,
Hamilton,Syr 4,State Senate,39,write-in,Larry Powell,0,
Hamilton,Syr 4,State House,122,R,Russ Jennings,54,
Hamilton,Syr 5,President,,LBT,Johnson & Weld,13,
Hamilton,Syr 5,President,,IND,Stein & Baraka,1,
Hamilton,Syr 5,President,,R,Trump & Pence,139,
Hamilton,Syr 5,President,,D,Clinton & Kaine,26,
Hamilton,Syr 5,President,,write-in,McMullin & Johnson,0,
Hamilton,Syr 5,President,,write-in,Castle & Bradley,1,
Hamilton,Syr 5,U.S. Senate ,,R,Jerry Moran,149,
Hamilton,Syr 5,U.S. Senate ,,D,Patrick Wiesner,17,
Hamilton,Syr 5,U.S. Senate ,,LBT,Robert D. Garrard,9,
Hamilton,Syr 5,U.S House,1,LBT,Kerry Burt,10,
Hamilton,Syr 5,U.S House,1,IND,Alan LaPolice,25,
Hamilton,Syr 5,U.S House,1,R,Roger Marshall,134,
Hamilton,Syr 5,U.S House,1,write-in,Tim Huelskamp [R],1,
Hamilton,Syr 5,State Senate,39,D,Zacheriah Worf,15,
Hamilton,Syr 5,State Senate,39,R,John Doll,159,
Hamilton,Syr 5,State Senate,39,write-in,Larry Powell,1,
Hamilton,Syr 5,State House,122,R,Russ Jennings,171,
